Tissue	kegg_pathway_ID	kegg_pathway_Name	IDs	S	B	Rich.Factor	P.value	Sig.Sign.P
Beige fat	ko04723	Retrograde endocannabinoid signaling	C00157|PC(15:0/24:0), C00157|PC(22:4(7Z,10Z,13Z,16Z)/P-16:0), C00157|PC(20:1/22:6), C00350|PE(18:1/20:4), C00350|PE(18:0/20:4), C00350|PE(P-18:0/20:4), C00157|PC(20:2(11Z,14Z)/20:2(11Z,14Z)), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z)), C00157|PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)), C00157|PC(20:0/22:5(4Z,7Z,10Z,13Z,16Z)), C00157|PC(16:0/18:0), C00157|PC(22:0/18:2(9Z,12Z)), C00157|PC(22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z)), C00350|PE(18:0/22:4), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))	15	19	0.7895	9.95E-26	****
Beige fat	ko00591	Linoleic acid metabolism	C00157|PC(15:0/24:0), C00157|PC(22:4(7Z,10Z,13Z,16Z)/P-16:0), C00157|PC(20:1/22:6), C00157|PC(20:2(11Z,14Z)/20:2(11Z,14Z)), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z)), C00157|PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)), C00157|PC(20:0/22:5(4Z,7Z,10Z,13Z,16Z)), C00157|PC(16:0/18:0), C00157|PC(22:0/18:2(9Z,12Z)), C00157|PC(22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z)), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))	11	28	0.3929	2.62E-14	****
Beige fat	ko00592	alpha-Linolenic acid metabolism	C00157|PC(15:0/24:0), C16300|Stearidonic acid, C00157|PC(22:4(7Z,10Z,13Z,16Z)/P-16:0), C00157|PC(20:1/22:6), C00157|PC(20:2(11Z,14Z)/20:2(11Z,14Z)), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z)), C00157|PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)), C00157|PC(20:0/22:5(4Z,7Z,10Z,13Z,16Z)), C00157|PC(16:0/18:0), C00157|PC(22:0/18:2(9Z,12Z)), C00157|PC(22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z)), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))	12	44	0.2727	2.59E-13	****
Beige fat	ko00590	Arachidonic acid metabolism	C00157|PC(15:0/24:0), C00157|PC(22:4(7Z,10Z,13Z,16Z)/P-16:0), C00157|PC(20:1/22:6), C04742|15-HETE, C00157|PC(20:2(11Z,14Z)/20:2(11Z,14Z)), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z)), C00157|PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)), C00157|PC(20:0/22:5(4Z,7Z,10Z,13Z,16Z)), C00157|PC(16:0/18:0), C00157|PC(22:0/18:2(9Z,12Z)), C00157|PC(22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z)), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))	12	79	0.1519	4.30E-10	****
Beige fat	ko01100	Metabolic pathways	C00388|Histamine, C01233|Glycerylphosphorylethanolamine, C00570|CDP-ethanolamine, C09727|EPIGALLOCATECHIN, C00212|Adenosine, C01089|3-Hydroxybutyric acid, C00519|Hypotaurine, C00881|Deoxycytidine, C06231|Ectoine, C00055|Cytidine-5'-monophosphate, C00055|Cytidine 5'-monophosphate, C01157|L-Hydroxyproline, C00049|Aspartic acid, C12115|3-Amino-4-hydroxybenzoic acid, C00387|Guanosine, C05824|S-Sulfocysteine, C06193|Guanosine 3'-monophosphate, C02989|L-Methionine sulfoxide, C01089|3R-hydroxy-butanoic acid, C00157|PC(15:0/24:0), C01042|N-Acetylaspartic acid, C00263|Homoserine, C01802|Desmosterol, C01279|4-Amino-5-hydroxymethyl-2-methylpyrimidine, C01168|Pseudouridine 5'-phosphate, C00133|D-Alanine, C03794|Adenylsuccinic acid, C00195|Cer(d18:1/24:1), C00257|D-Gluconic acid, C00168|脦虏-Hydroxypyruvic acid, C03451|S-Lactoylglutathione, C00794|D-Sorbitol, C01189|Lathosterol, C00064|L-Glutamine, C15522|4a-Hydroxytetrahydrobiopterin, C01672|Cadaverine, C07083|Styrene, C00157|PC(22:4(7Z,10Z,13Z,16Z)/P-16:0), C00422|TG(16:0/16:0/18:0), C00157|PC(20:1/22:6), C00350|PE(18:1/20:4), C00105|URIDINE MONOPHOSPHATE, C00147|Adenine, C00386|L-Carnosine, C04742|15-HETE, C00299|Uridine, C00350|PE(18:0/20:4), C00041|L-Alanine, C00350|PE(P-18:0/20:4), C00157|PC(20:2(11Z,14Z)/20:2(11Z,14Z)), C00135|L-Histidine, C03742|4-hydroxymandelonitrile, C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z)), C00157|PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)), C00157|PC(20:0/22:5(4Z,7Z,10Z,13Z,16Z)), C00157|PC(16:0/18:0), C00157|PC(22:0/18:2(9Z,12Z)), C00880|D-Galactonic acid, C00157|PC(22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z)), C00350|PE(18:0/22:4), C00550|SM(d18:0/16:1(9Z)(OH)), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z)), C00550|SM(d18:0/24:1(15Z)(OH)), C00392|mannitol, C05824|S-Sulfo-L-cysteine, C00860|L-Histidinol, C05938|L-4-Hydroxyglutamate semialdehyde, C05519|L-Allothreonine, C00065|L-Serine	69	3065	0.0225	1.13E-09	****
Beige fat	ko01232	Nucleotide metabolism	C00212|Adenosine, C00881|Deoxycytidine, C00055|Cytidine-5'-monophosphate, C00055|Cytidine 5'-monophosphate, C00387|Guanosine, C03794|Adenylsuccinic acid, C00064|L-Glutamine, C00105|URIDINE MONOPHOSPHATE, C00147|Adenine, C00299|Uridine	10	58	0.1724	3.77E-09	****
Beige fat	ko02010	ABC transporters	C00212|Adenosine, C00881|Deoxycytidine, C01157|L-Hydroxyproline, C00049|Aspartic acid, C00387|Guanosine, C01279|4-Amino-5-hydroxymethyl-2-methylpyrimidine, C00794|D-Sorbitol, C00064|L-Glutamine, C00299|Uridine, C00041|L-Alanine, C00135|L-Histidine, C00392|mannitol, C00065|L-Serine	13	138	0.0942	3.10E-08	****
Beige fat	ko00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	C00350|PE(18:1/20:4), C00350|PE(18:0/20:4), C00350|PE(P-18:0/20:4), C00350|PE(18:0/22:4)	4	4	1	3.14E-08	****
Beige fat	ko05167	Kaposi sarcoma-associated herpesvirus infection	C00350|PE(18:1/20:4), C00350|PE(18:0/20:4), C00350|PE(P-18:0/20:4), C00350|PE(18:0/22:4)	4	5	0.8	1.55E-07	****
Beige fat	ko04974	Protein digestion and absorption	C00388|Histamine, C01746|Piperidine, C00049|Aspartic acid, C00064|L-Glutamine, C01672|Cadaverine, C00041|L-Alanine, C00135|L-Histidine, C00065|L-Serine	8	47	0.1702	1.67E-07	****
Beige fat	ko04140	Autophagy - animal	C00350|PE(18:1/20:4), C00350|PE(18:0/20:4), C00350|PE(P-18:0/20:4), C00350|PE(18:0/22:4)	4	6	0.6667	4.62E-07	****
Beige fat	ko04071	Sphingolipid signaling pathway	C00212|Adenosine, C00195|Cer(d18:1/24:1), C00550|SM(d18:0/16:1(9Z)(OH)), C00550|SM(d18:0/24:1(15Z)(OH)), C00065|L-Serine	5	15	0.3333	1.10E-06	****
Beige fat	ko00270	Cysteine and methionine metabolism	C00049|Aspartic acid, C05824|S-Sulfocysteine, C02989|L-Methionine sulfoxide, C00263|Homoserine, C00041|L-Alanine, C03145|N-Formylmethionine, C05824|S-Sulfo-L-cysteine, C00065|L-Serine	8	67	0.1194	2.78E-06	****
Beige fat	ko00470	D-Amino acid metabolism	C01157|L-Hydroxyproline, C00049|Aspartic acid, C00133|D-Alanine, C00064|L-Glutamine, C01672|Cadaverine, C00041|L-Alanine, C00135|L-Histidine, C00065|L-Serine	8	69	0.1159	3.49E-06	****
Beige fat	ko00240	Pyrimidine metabolism	C00881|Deoxycytidine, C00055|Cytidine-5'-monophosphate, C00055|Cytidine 5'-monophosphate, C01168|Pseudouridine 5'-phosphate, C00064|L-Glutamine, C00105|URIDINE MONOPHOSPHATE, C00299|Uridine	7	64	0.1094	2.18E-05	****
Beige fat	ko00250	Alanine, aspartate and glutamate metabolism	C00049|Aspartic acid, C01042|N-Acetylaspartic acid, C03794|Adenylsuccinic acid, C00064|L-Glutamine, C00041|L-Alanine	5	28	0.1786	3.12E-05	****
Beige fat	ko00340	Histidine metabolism	C00388|Histamine, C05135|N-Acetylhistamine, C00049|Aspartic acid, C00386|L-Carnosine, C00135|L-Histidine, C00860|L-Histidinol	6	47	0.1277	3.57E-05	****
Beige fat	ko00260	Glycine, serine and threonine metabolism	C06231|Ectoine, C00049|Aspartic acid, C00263|Homoserine, C00168|脦虏-Hydroxypyruvic acid, C05519|L-Allothreonine, C00065|L-Serine	6	48	0.125	4.04E-05	****
Beige fat	ko01230	Biosynthesis of amino acids	C00049|Aspartic acid, C05824|S-Sulfocysteine, C00263|Homoserine, C00064|L-Glutamine, C00041|L-Alanine, C00135|L-Histidine, C05824|S-Sulfo-L-cysteine, C00860|L-Histidinol, C00065|L-Serine	9	128	0.0703	5.17E-05	****
Beige fat	ko05230	Central carbon metabolism in cancer	C00049|Aspartic acid, C00064|L-Glutamine, C00041|L-Alanine, C00135|L-Histidine, C00065|L-Serine	5	37	0.1351	0.000125842	***
Beige fat	ko04217	Necroptosis	C00195|Cer(d18:1/24:1), C00550|SM(d18:0/16:1(9Z)(OH)), C00550|SM(d18:0/24:1(15Z)(OH))	3	10	0.3	0.000268953	***
Beige fat	ko00970	Aminoacyl-tRNA biosynthesis	C00049|Aspartic acid, C00064|L-Glutamine, C00041|L-Alanine, C00135|L-Histidine, C00065|L-Serine	5	52	0.0962	0.000639783	***
Beige fat	ko00600	Sphingolipid metabolism	C00195|Cer(d18:1/24:1), C00550|SM(d18:0/16:1(9Z)(OH)), C00550|SM(d18:0/24:1(15Z)(OH)), C00065|L-Serine	4	35	0.1143	0.001193574	**
Beige fat	ko04148	Efferocytosis	C04230|1-Palmitoyl-Sn-Glycero-3-Phosphocholine, C04230|LysoPC(P-16:0/0:0), C04230|LysoPC(24:1(15Z)/0:0)	3	18	0.1667	0.001690907	**
Beige fat	ko00230	Purine metabolism	C00212|Adenosine, C00387|Guanosine, C06193|Guanosine 3'-monophosphate, C03794|Adenylsuccinic acid, C00064|L-Glutamine, C00147|Adenine	6	101	0.0594	0.002353013	**
Beige fat	ko01060	Biosynthesis of plant secondary metabolites	C00049|Aspartic acid, C00064|L-Glutamine, C01672|Cadaverine, C02394|trans-Cinnamyl alcohol, C00041|L-Alanine, C00135|L-Histidine, C00065|L-Serine	7	141	0.0496	0.002862717	**
Beige fat	ko01502	Vancomycin resistance	C00133|D-Alanine, C00041|L-Alanine, C00065|L-Serine	3	24	0.125	0.003955419	**
Beige fat	ko04024	cAMP signaling pathway	C00212|Adenosine, C01089|3-Hydroxybutyric acid, C01089|3R-hydroxy-butanoic acid	3	25	0.12	0.0044512	**
Beige fat	ko04978	Mineral absorption	C00064|L-Glutamine, C00041|L-Alanine, C00065|L-Serine	3	29	0.1034	0.006801614	**
Beige fat	ko00410	beta-Alanine metabolism	C00049|Aspartic acid, C00386|L-Carnosine, C00135|L-Histidine	3	32	0.0938	0.008967514	**
Beige fat	ko00997	Biosynthesis of various other secondary metabolites	C00049|Aspartic acid, C12115|3-Amino-4-hydroxybenzoic acid, C00041|L-Alanine, C00065|L-Serine	4	67	0.0597	0.012592516	*
Beige fat	ko04923	Regulation of lipolysis in adipocytes	C00212|Adenosine, C00422|TG(16:0/16:0/18:0)	2	14	0.1429	0.01484945	*
Beige fat	ko01200	Carbon metabolism	C00049|Aspartic acid, C00257|D-Gluconic acid, C00168|脦虏-Hydroxypyruvic acid, C00041|L-Alanine, C00065|L-Serine	5	114	0.0439	0.018813559	*
Beige fat	ko00460	Cyanoamino acid metabolism	C00049|Aspartic acid, C03742|4-hydroxymandelonitrile, C00065|L-Serine	3	45	0.0667	0.022626056	*
Beige fat	ko04931	Insulin resistance	C00195|Cer(d18:1/24:1), C00422|TG(16:0/16:0/18:0)	2	19	0.1053	0.026711028	*
Beige fat	ko00710	Carbon fixation in photosynthetic organisms	C00049|Aspartic acid, C00041|L-Alanine	2	21	0.0952	0.032236804	*
Beige fat	ko04080	Neuroactive ligand-receptor interaction	C00388|Histamine, C00212|Adenosine, C00049|Aspartic acid	3	53	0.0566	0.03459132	*
Beige fat	ko00220	Arginine biosynthesis	C00049|Aspartic acid, C00064|L-Glutamine	2	23	0.087	0.038168713	*
Beige fat	ko00430	Taurine and hypotaurine metabolism	C00519|Hypotaurine, C00041|L-Alanine	2	24	0.0833	0.041279013	*
Beige fat	ko00630	Glyoxylate and dicarboxylate metabolism	C00168|脦虏-Hydroxypyruvic acid, C00064|L-Glutamine, C00065|L-Serine	3	64	0.0469	0.055391937	ns
Beige fat	ko05310	Asthma	C00388|Histamine	1	5	0.2	0.065935333	ns
Beige fat	ko04722	Neurotrophin signaling pathway	C00195|Cer(d18:1/24:1)	1	5	0.2	0.065935333	ns
Beige fat	ko00920	Sulfur metabolism	C00263|Homoserine, C00065|L-Serine	2	33	0.0606	0.073069609	ns
Beige fat	ko02030	Bacterial chemotaxis	C00049|Aspartic acid	1	6	0.1667	0.078597163	ns
Beige fat	ko05140	Leishmaniasis	C00195|Cer(d18:1/24:1)	1	6	0.1667	0.078597163	ns
Beige fat	ko01065	Biosynthesis of alkaloids derived from histidine and purine	C00388|Histamine, C00135|L-Histidine	2	35	0.0571	0.080941711	ns
Beige fat	ko04750	Inflammatory mediator regulation of TRP channels	C00388|Histamine, C04742|15-HETE	2	35	0.0571	0.080941711	ns
Beige fat	ko00300	Lysine biosynthesis	C00049|Aspartic acid, C00263|Homoserine	2	35	0.0571	0.080941711	ns
Beige fat	ko04920	Adipocytokine signaling pathway	C00195|Cer(d18:1/24:1)	1	7	0.1429	0.091089301	ns
Beige fat	ko00261	Monobactam biosynthesis	C00049|Aspartic acid, C00065|L-Serine	2	39	0.0513	0.097415639	ns
Beige fat	ko05415	Diabetic cardiomyopathy	C00195|Cer(d18:1/24:1), C00794|D-Sorbitol	2	39	0.0513	0.097415639	ns
Beige fat	ko05032	Morphine addiction	C00212|Adenosine	1	8	0.125	0.103413994	ns
Beige fat	ko04724	Glutamatergic synapse	C00064|L-Glutamine	1	8	0.125	0.103413994	ns
Beige fat	ko04933	AGE-RAGE signaling pathway in diabetic complications	C00195|Cer(d18:1/24:1)	1	9	0.1111	0.115573461	ns
Beige fat	ko04727	GABAergic synapse	C00064|L-Glutamine	1	9	0.1111	0.115573461	ns
Beige fat	ko04371	Apelin signaling pathway	C00290|Fibrin	1	9	0.1111	0.115573461	ns
Beige fat	ko07227	Histamine H2/H3 receptor agonists/antagonists	C00388|Histamine	1	10	0.1	0.127569892	ns
Beige fat	ko04022	cGMP-PKG signaling pathway	C00212|Adenosine	1	10	0.1	0.127569892	ns
Beige fat	ko05034	Alcoholism	C00212|Adenosine	1	10	0.1	0.127569892	ns
Beige fat	ko04979	Cholesterol metabolism	C00422|TG(16:0/16:0/18:0)	1	10	0.1	0.127569892	ns
Beige fat	ko05171	Coronavirus disease - COVID-19	C00290|Fibrin	1	10	0.1	0.127569892	ns
Beige fat	ko00052	Galactose metabolism	C00794|D-Sorbitol, C00880|D-Galactonic acid	2	46	0.0435	0.128213563	ns
Beige fat	ko00650	Butanoate metabolism	C01089|3-Hydroxybutyric acid, C01089|3R-hydroxy-butanoic acid	2	47	0.0426	0.132784732	ns
Beige fat	ko04664	Fc epsilon RI signaling pathway	C00388|Histamine	1	11	0.0909	0.139405448	ns
Beige fat	ko04122	Sulfur relay system	C00041|L-Alanine	1	11	0.0909	0.139405448	ns
Beige fat	ko04721	Synaptic vesicle cycle	C00388|Histamine	1	12	0.0833	0.151082261	ns
Beige fat	ko00552	Teichoic acid biosynthesis	C00133|D-Alanine	1	12	0.0833	0.151082261	ns
Beige fat	ko02020	Two-component system	C00049|Aspartic acid, C00064|L-Glutamine	2	53	0.0377	0.160929055	ns
Beige fat	ko01503	Cationic antimicrobial peptide (CAMP) resistance	C00133|D-Alanine	1	13	0.0769	0.162602437	ns
Beige fat	ko04975	Fat digestion and absorption	C00422|TG(16:0/16:0/18:0)	1	13	0.0769	0.162602437	ns
Beige fat	ko00051	Fructose and mannose metabolism	C00794|D-Sorbitol, C00392|mannitol	2	55	0.0364	0.17054293	ns
Beige fat	ko01061	Biosynthesis of phenylpropanoids	C09727|EPIGALLOCATECHIN, C01557|5-Methoxypsoralen, C01424|Gallic acid	3	106	0.0283	0.173067438	ns
Beige fat	ko04971	Gastric acid secretion	C00388|Histamine	1	14	0.0714	0.173968051	ns
Beige fat	ko00642	Ethylbenzene degradation	C07083|Styrene	1	14	0.0714	0.173968051	ns
Beige fat	ko05417	Lipid and atherosclerosis	C00422|TG(16:0/16:0/18:0)	1	14	0.0714	0.173968051	ns
Beige fat	ko00998	Biosynthesis of various antibiotics	C00049|Aspartic acid, C12115|3-Amino-4-hydroxybenzoic acid, C00065|L-Serine	3	108	0.0278	0.179803266	ns
Beige fat	ko00100	Steroid biosynthesis	C01802|Desmosterol, C01189|Lathosterol	2	57	0.0351	0.180251756	ns
Beige fat	ko02060	Phosphotransferase system (PTS)	C00794|D-Sorbitol, C00392|mannitol	2	57	0.0351	0.180251756	ns
Beige fat	ko04270	Vascular smooth muscle contraction	C00212|Adenosine	1	16	0.0625	0.19624377	ns
Beige fat	ko01110	Biosynthesis of secondary metabolites	C00388|Histamine, C09727|EPIGALLOCATECHIN, C00049|Aspartic acid, C12115|3-Amino-4-hydroxybenzoic acid, C00157|PC(15:0/24:0), C00263|Homoserine, C00257|D-Gluconic acid, C16300|Stearidonic acid, C12215|Iminoerythrose 4-phosphate, C00168|脦虏-Hydroxypyruvic acid, C01189|Lathosterol, C01672|Cadaverine, C00157|PC(22:4(7Z,10Z,13Z,16Z)/P-16:0), C03005|N-Methylanthranilic acid, C00157|PC(20:1/22:6), C00350|PE(18:1/20:4), C00147|Adenine, C02394|trans-Cinnamyl alcohol, C00350|PE(18:0/20:4), C00041|L-Alanine, C00350|PE(P-18:0/20:4), C00157|PC(20:2(11Z,14Z)/20:2(11Z,14Z)), C00135|L-Histidine, C03742|4-hydroxymandelonitrile, C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z)), C00157|PC(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)), C00157|PC(20:0/22:5(4Z,7Z,10Z,13Z,16Z)), C00157|PC(16:0/18:0), C00157|PC(22:0/18:2(9Z,12Z)), C00157|PC(22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z)), C00350|PE(18:0/22:4), C00157|PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z)), C01557|5-Methoxypsoralen, C00860|L-Histidinol, C00065|L-Serine	35	2273	0.0154	0.200165369	ns
Beige fat	ko04924	Renin secretion	C00212|Adenosine	1	17	0.0588	0.207157894	ns
Beige fat	ko04964	Proximal tubule bicarbonate reclamation	C00064|L-Glutamine	1	17	0.0588	0.207157894	ns
Beige fat	ko00910	Nitrogen metabolism	C00064|L-Glutamine	1	19	0.0526	0.228548522	ns
Beige fat	ko01064	Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid	C00049|Aspartic acid, C01672|Cadaverine	2	67	0.0299	0.229823412	ns
Beige fat	ko00330	Arginine and proline metabolism	C01157|L-Hydroxyproline, C05938|L-4-Hydroxyglutamate semialdehyde	2	69	0.029	0.23987125	ns
Beige fat	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis	C01746|Piperidine, C01672|Cadaverine	2	72	0.0278	0.25498309	ns
Beige fat	ko04714	Thermogenesis	C00422|TG(16:0/16:0/18:0)	1	23	0.0435	0.269632863	ns
Beige fat	ko00643	Styrene degradation	C07083|Styrene	1	24	0.0417	0.279561291	ns
Beige fat	ko01240	Biosynthesis of cofactors	C00049|Aspartic acid, C01279|4-Amino-5-hydroxymethyl-2-methylpyrimidine, C03794|Adenylsuccinic acid, C00064|L-Glutamine, C00105|URIDINE MONOPHOSPHATE, C00065|L-Serine	6	328	0.0183	0.284050673	ns
Beige fat	ko00565	Ether lipid metabolism	C01233|Glycerylphosphorylethanolamine	1	25	0.04	0.289356286	ns
Beige fat	ko05012	Parkinson disease	C00212|Adenosine	1	26	0.0385	0.299019618	ns
Beige fat	ko00550	Peptidoglycan biosynthesis	C00133|D-Alanine	1	27	0.037	0.308553039	ns
Beige fat	ko00450	Selenocompound metabolism	C00041|L-Alanine	1	27	0.037	0.308553039	ns
Beige fat	ko00627	Aminobenzoate degradation	C16234|2-Nitrobenzoic acid, C01424|Gallic acid	2	86	0.0233	0.325417493	ns
Beige fat	ko00750	Vitamin B6 metabolism	C00064|L-Glutamine	1	29	0.0345	0.327237028	ns
Beige fat	ko00999	Biosynthesis of various plant secondary metabolites	C00049|Aspartic acid, C01557|5-Methoxypsoralen, C01424|Gallic acid	3	149	0.0201	0.328286466	ns
Beige fat	ko00680	Methane metabolism	C00168|脦虏-Hydroxypyruvic acid, C00065|L-Serine	2	88	0.0227	0.335383241	ns
Beige fat	ko00770	Pantothenate and CoA biosynthesis	C00049|Aspartic acid	1	30	0.0333	0.336390982	ns
Beige fat	ko00730	Thiamine metabolism	C01279|4-Amino-5-hydroxymethyl-2-methylpyrimidine	1	31	0.0323	0.345421794	ns
Beige fat	ko04610	Complement and coagulation cascades	C00290|Fibrin	1	31	0.0323	0.345421794	ns
Beige fat	ko04742	Taste transduction	C00133|D-Alanine	1	32	0.0312	0.354331103	ns
Beige fat	ko01051	Biosynthesis of ansamycins	C12215|Iminoerythrose 4-phosphate	1	32	0.0312	0.354331103	ns
Beige fat	ko00620	Pyruvate metabolism	C03451|S-Lactoylglutathione	1	32	0.0312	0.354331103	ns
Beige fat	ko01120	Microbial metabolism in diverse environments	C01467|m-Cresol, C06231|Ectoine, C00049|Aspartic acid, C00263|Homoserine, C00257|D-Gluconic acid, C00168|脦虏-Hydroxypyruvic acid, C07727|2-Indanone, C00064|L-Glutamine, C01672|Cadaverine, C07083|Styrene, C07728|3-Isochromanone, C00041|L-Alanine, C00880|D-Galactonic acid, C16234|2-Nitrobenzoic acid, C01424|Gallic acid, C00065|L-Serine	16	1072	0.0149	0.377457688	ns
Beige fat	ko00030	Pentose phosphate pathway	C00257|D-Gluconic acid	1	37	0.027	0.39711092	ns
Beige fat	ko00480	Glutathione metabolism	C01672|Cadaverine	1	38	0.0263	0.40532441	ns
Beige fat	ko00561	Glycerolipid metabolism	C00422|TG(16:0/16:0/18:0)	1	38	0.0263	0.40532441	ns
Beige fat	ko04977	Vitamin digestion and absorption	C00422|TG(16:0/16:0/18:0)	1	39	0.0256	0.413427272	ns
Beige fat	ko00908	Zeatin biosynthesis	C00147|Adenine	1	39	0.0256	0.413427272	ns
Beige fat	ko00624	Polycyclic aromatic hydrocarbon degradation	C07727|2-Indanone, C07728|3-Isochromanone	2	107	0.0187	0.427367601	ns
Beige fat	ko00623	Toluene degradation	C01467|m-Cresol	1	47	0.0213	0.474440309	ns
Beige fat	ko00404	Staurosporine biosynthesis	C00135|L-Histidine	1	48	0.0208	0.481611528	ns
Beige fat	ko00760	Nicotinate and nicotinamide metabolism	C00049|Aspartic acid	1	55	0.0182	0.529172376	ns
Beige fat	ko00310	Lysine degradation	C01672|Cadaverine	1	56	0.0179	0.535604852	ns
Beige fat	ko00790	Folate biosynthesis	C15522|4a-Hydroxytetrahydrobiopterin	1	58	0.0172	0.548210309	ns
Beige fat	ko01210	2-Oxocarboxylic acid metabolism	C00049|Aspartic acid, C00041|L-Alanine	2	144	0.0139	0.585192589	ns
Beige fat	ko01070	Biosynthesis of plant hormones	C00049|Aspartic acid	1	68	0.0147	0.606338668	ns
Beige fat	ko00941	Flavonoid biosynthesis	C09727|EPIGALLOCATECHIN	1	74	0.0135	0.637599224	ns
Beige fat	ko00996	Biosynthesis of various alkaloids	C03005|N-Methylanthranilic acid	1	76	0.0132	0.647463863	ns
Beige fat	ko00520	Amino sugar and nucleotide sugar metabolism	C03410|N-Glycolylneuraminic acid	1	118	0.0085	0.802927366	ns
Beige fat	ko01063	Biosynthesis of alkaloids derived from shikimate pathway	C03005|N-Methylanthranilic acid	1	143	0.007	0.860851956	ns
Beige fat	ko01220	Degradation of aromatic compounds	C01467|m-Cresol, C07083|Styrene	2	263	0.0076	0.877630883	ns
Bladder	ko00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	C00350|PE(18:1(11Z)/16:0), C00350|PE(16:0/18:2), C00350|PE(18:0/18:2), C00350|PE(16:0/22:6), C00350|PE(16:1/22:6)	5	4	1.25	0	****
Bladder	ko04136	Autophagy - other	C00350|PE(18:1(11Z)/16:0), C00350|PE(16:0/18:2), C00350|PE(18:0/18:2), C00350|PE(16:0/22:6), C00350|PE(16:1/22:6)	5	3	1.6667	0	****
Bladder	ko04138	Autophagy - yeast	C00350|PE(18:1(11Z)/16:0), C00350|PE(16:0/18:2), C00350|PE(18:0/18:2), C00350|PE(16:0/22:6), C00350|PE(16:1/22:6)	5	3	1.6667	0	****
Bladder	ko05130	Pathogenic Escherichia coli infection	C00350|PE(18:1(11Z)/16:0), C00350|PE(16:0/18:2), C00350|PE(18:0/18:2), C00350|PE(16:0/22:6), C00350|PE(16:1/22:6)	5	3	1.6667	0	****
Bladder	ko04723	Retrograde endocannabinoid signaling	C00157|PC(16:0/14:0), C00157|PC(18:3(6Z,9Z,12Z)/P-16:0), C00350|PE(18:1(11Z)/16:0), C00157|PC(14:0/P-18:1(9Z)), C00350|PE(16:0/18:2), C00350|PE(18:0/18:2), C00157|PC(22:6/22:6), C00350|PE(16:0/22:6), C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0), C00157|PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z)), C00157|PC(20:3(5Z,8Z,11Z)/15:0), C00350|PE(16:1/22:6)	12	19	0.6316	2.81E-20	****
Bladder	ko05231	Choline metabolism in cancer	C04230|1-Oleoyl-Sn-Glycero-3-Phosphocholine, C00157|PC(16:0/14:0), C04230|1-Palmitoyl-Sn-Glycero-3-Phosphocholine, C00157|PC(18:3(6Z,9Z,12Z)/P-16:0), C00157|PC(14:0/P-18:1(9Z)), C00157|PC(22:6/22:6), C00307|Cytidine 5'-diphosphocholine, C00157|PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0), C00157|PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z)), C00157|PC(20:3(5Z,8Z,11Z)/15:0)	10	11	0.9091	8.27E-20	****
